m/z,z
612.4909,5
380.6101,5
421.226,5
453.6366,5
461.8419,5
511.8557,5
570.0748,5
436.0373,5
476.6532,5
509.0637,5
517.269,5
567.2828,5
625.5019,5
420.2217,5
460.8375,5
493.2481,5
501.4534,5
551.4672,5
609.6863,5
390.4151,5
431.031,5
463.4415,5
471.6468,5
521.6606,5
579.8797,5
433.6468,5
474.2626,5
506.6732,5
514.8785,5
564.8923,5
623.1114,5
432.4157,5
473.0316,5
505.4421,5
513.6474,5
563.6612,5
621.8803,5
436.0373,5
476.6532,5
509.0637,5
517.269,5
567.2828,5
625.5019,5
410.2288,5
450.8446,5
483.2552,5
491.4605,5
541.4743,5
599.6934,5
439.8022,5
480.4181,5
512.8286,5
521.0339,5
571.0477,5
629.2668,5
410.2288,5
450.8446,5
483.2552,5
491.4605,5
541.4743,5
599.6934,5
439.8022,5
480.4181,5
512.8286,5
521.0339,5
571.0477,5
629.2668,5
436.0373,5
476.6532,5
509.0637,5
517.269,5
567.2828,5
625.5019,5
413.2147,5
453.8306,5
486.2412,5
494.4465,5
544.4603,5
602.6793,5
436.0373,5
476.6532,5
509.0637,5
517.269,5
567.2828,5
625.5019,5
425.6399,5
466.2557,5
498.6663,5
506.8716,5
556.8854,5
615.1045,5
436.0373,5
476.6532,5
509.0637,5
517.269,5
567.2828,5
625.5019,5
398.2281,5
438.844,5
471.2545,5
479.4598,5
529.4736,5
587.6927,5
443.4322,5
484.0481,5
516.4586,5
524.6639,5
574.6777,5
632.8968,5
469.8462,5
510.462,5
542.8726,5
551.0779,5
601.0917,5
659.3108,5
380.5912,5
421.2071,5
453.6177,5
461.823,5
511.8368,5
570.0558,5
469.0512,5
509.6671,5
542.0776,5
550.2829,5
600.2967,5
658.5158,5
448.6284,5
489.2443,5
521.6549,5
529.8602,5
579.8739,5
638.093,5
448.6284,5
489.2443,5
521.6549,5
529.8602,5
579.8739,5
638.093,5
417.4082,5
458.0241,5
490.4346,5
498.6399,5
548.6537,5
606.8728,5
458.0244,5
498.6402,5
531.0508,5
539.2561,5
589.2699,5
647.489,5
443.82,5
484.4358,5
516.8464,5
525.0517,5
575.0655,5
633.2846,5
458.0244,5
498.6402,5
531.0508,5
539.2561,5
589.2699,5
647.489,5
450.438,5
491.0539,5
523.4645,5
531.6698,5
581.6836,5
639.9027,5
458.0244,5
498.6402,5
531.0508,5
539.2561,5
589.2699,5
647.489,5
473.4434,5
514.0593,5
546.4699,5
554.6752,5
604.689,5
662.908,5
431.9987,5
472.6146,5
505.0251,5
513.2304,5
563.2442,5
621.4633,5
491.668,5
532.2839,5
564.6944,5
572.8997,5
622.9135,5
681.1326,5
400.0018,5
440.6177,5
473.0282,5
481.2335,5
531.2473,5
589.4664,5
491.668,5
532.2839,5
564.6944,5
572.8997,5
622.9135,5
681.1326,5
474.4369,5
515.0528,5
547.4634,5
555.6687,5
605.6825,5
663.9015,5
474.4369,5
515.0528,5
547.4634,5
555.6687,5
605.6825,5
663.9015,5
417.4082,5
458.0241,5
490.4346,5
498.6399,5
548.6537,5
606.8728,5
480.4555,5
521.0714,5
553.4819,5
561.6872,5
611.701,5
669.9201,5
459.4241,5
500.04,5
532.4505,5
540.6558,5
590.6696,5
648.8887,5
480.4555,5
521.0714,5
553.4819,5
561.6872,5
611.701,5
669.9201,5
482.4295,5
523.0454,5
555.4559,5
563.6612,5
613.675,5
671.8941,5
505.2381,5
545.8539,5
578.2645,5
586.4698,5
636.4836,5
694.7027,5
536.4642,5
577.0801,5
609.4907,5
617.696,5
667.7098,5
725.9288,5
546.2819,5
586.8978,5
619.3084,5
627.5137,5
677.5274,5
735.7465,5
536.6811,5
577.297,5
609.7076,5
617.9129,5
667.9266,5
726.1457,5
505.4609,5
546.0768,5
578.4873,5
586.6926,5
636.7064,5
694.9255,5
562.7137,5
603.3296,5
635.7401,5
643.9454,5
693.9592,5
752.1783,5
594.1189,5
634.7348,5
667.1454,5
675.3507,5
725.3645,5
783.5836,5
